1.0493 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
4.3979 	WARNING 	Font Manager failed to load file C:\WINDOWS\Fonts\方正粗黑宋简体.ttf
4.5323 	WARNING 	Font Manager failed to load file C:\Windows\Fonts\方正粗黑宋简体.ttf
15.0050 	WARNING 	Requested an unavailable screen number - using first available.
15.0106 	WARNING 	User requested fullscreen with size [2560 1440], but screen is actually [2160, 1440]. Using actual size
16.3145 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001B900A3B9E8>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001B900A89160>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=1, size=array([2160, 1440]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
16.3150 	EXP 	window1: mouseVisible = True
16.3150 	EXP 	window1: recordFrameIntervals = False
16.4803 	EXP 	window1: recordFrameIntervals = True
16.6645 	EXP 	window1: recordFrameIntervals = False
17.3630 	EXP 	Created intro_image1 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='images\\\\introduce1.png', interpolate=True, mask=None, maskParams=None, name='intro_image1', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([1.5  , 0.556]), texRes=128.0, units='height', win=Window(...))
17.7893 	EXP 	Created intro_image2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='images\\\\introduce2.png', interpolate=True, mask=None, maskParams=None, name='intro_image2', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([1.5  , 0.556]), texRes=128.0, units='height', win=Window(...))
18.2420 	EXP 	Created intro_image3 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='images\\\\introduce3.png', interpolate=True, mask=None, maskParams=None, name='intro_image3', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([1.5  , 0.556]), texRes=128.0, units='height', win=Window(...))
18.6955 	EXP 	Created intro_image4 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='images\\\\introduce4.png', interpolate=True, mask=None, maskParams=None, name='intro_image4', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([1.5  , 0.556]), texRes=128.0, units='height', win=Window(...))
